PlanID,PlanName,Network,PackageID,PlanPrice,ActivationPrice,ExtensionPrice
496,Philippines 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300253347947441,77.5,77.5,77.5
497,Philippines 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300259558012137,68.56,68.56,68.56
498,Philippines 15 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300248160264172,58.01,58.01,58.01
499,Philippines 20 Days 10GB Data Package,SKYGO,D2406300312356219930,52.79,52.79,52.79
500,Philippines 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300249488749285,36.92,36.92,36.92
501,Philippines 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300255528742358,26.37,26.37,26.37
502,Philippines 3 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300227591691062,15.82,15.82,15.82
503,Philippines 30 Days 20GB Data Package,SKYGO,D2406300313143236008,5.27,5.27,5.27
504,Philippines 30 Days 30GB Data Package,SKYGO,D2406300313598444264,50.45,50.45,50.45
505,Philippines 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300254300066877,36.98,36.98,36.98
506,Philippines 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300303281757643,23.8,23.8,23.8
507,Philippines 30 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300248570804702,18.92,18.92,18.92
508,Philippines 4 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300250140849637,15.2,15.2,15.2
509,Philippines 4 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300256103475507,22.42,22.42,22.42
510,Philippines 4 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300241231877829,16.43,16.43,16.43
511,Philippines 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300250344054244,10.57,10.57,10.57
512,Philippines 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300256274726139,8.41,8.41,8.41
513,Philippines 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300242468437167,6.75,6.75,6.75
514,Philippines 6 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300250516200352,33.63,33.63,33.63
515,Philippines 6 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300256409853487,15.86,15.86,15.86
516,Philippines 6 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300243109433793,10.13,10.13,10.13
517,Philippines 7 Days 3GB Data Package,SKYGO,D2406300309272736669,88.57,88.57,88.57
518,Philippines 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300251087579776,62.48,62.48,62.48
519,Philippines 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300257006961655,47.58,47.58,47.58
520,Philippines 7 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300243400899613,44.14,44.14,44.14
521,Philippines 8 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300251510238292,36.69,36.69,36.69
522,Philippines 8 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300258066620674,25.52,25.52,25.52
523,Philippines 8 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300244061274442,41.66,41.66,41.66
524,Saudi Arabia 45 Days 10GB Data Package,SKYGO,D2503311758101534481,29.43,29.43,29.43
525,Saudi Arabia 45 Days 1GB Data Package,SKYGO,D2503311756414078130,80.55,80.55,80.55
526,Saudi Arabia 45 Days 20GB Data Package,SKYGO,D2503311758497968139,56.75,56.75,56.75
527,Saudi Arabia 45 Days 25GB Data Package,SKYGO,D2503311759227904799,43.29,43.29,43.29
528,Saudi Arabia 45 Days 3GB Data Package,SKYGO,D2503311757147706165,40.13,40.13,40.13
529,Saudi Arabia 45 Days 5GB Data Package,SKYGO,D2503311757405915322,33.25,33.25,33.25
530,Saudi Arabia 45 Days Unlimited Data (1GB/day high speed),SKYGO,D2503311808355696848,23.22,23.22,23.22
531,Saudi Arabia 45 Days Unlimited Data (2GB/day high speed),SKYGO,D2503311810340672062,36.98,36.98,36.98
532,Saudi Arabia 45 Days Unlimited Data (500MB/day high speed),SKYGO,D2503311807234190925,29.24,29.24,29.24
533,Sing/Malay/Thai 1 Day Unlimited Data(2GB/day high speed),SKYGO,D2206291819485257836,22.08,22.08,22.08
534,Sing/Malay/Thai 1 Day Unlimited Data(3GB/day high speed),SKYGO,D2503311657384066177,17.77,17.77,17.77
535,Sing/Malay/Thai 1 Days Unlimited Data(1GB/day high speed),SKYGO,D2205061710169311692,13.18,13.18,13.18
536,Sing/Malay/Thai 10 Days Unlimited Data(1GB/day high speed),SKYGO,D181024103112_205203,10.32,10.32,10.32
537,Sing/Malay/Thai 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291825113639405,19.49,19.49,19.49
538,Sing/Malay/Thai 10 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311701293157520,6.88,6.88,6.88
539,Sing/Malay/Thai 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2212221234447454611,20.06,20.06,20.06
540,Sing/Malay/Thai 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2212221237217756042,14.05,14.05,14.05
541,Sing/Malay/Thai 12 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311702270365385,12.04,12.04,12.04
542,Sing/Malay/Thai 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2212221235159023761,10.04,10.04,10.04
543,Sing/Malay/Thai 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2212221237564359328,9.17,9.17,9.17
544,Sing/Malay/Thai 15 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311704262378266,7.75,7.75,7.75
545,Sing/Malay/Thai 2 Days Unlimited Data(1GB/day high speed),SKYGO,D2205061710502699903,8.03,8.03,8.03
546,Sing/Malay/Thai 2 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291820078931713,6.69,6.69,6.69
547,Sing/Malay/Thai 2 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311658040433713,6.11,6.11,6.11
548,Sing/Malay/Thai 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2212221235464238480,5.16,5.16,5.16
549,Sing/Malay/Thai 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2212221238309221490,20.06,20.06,20.06
550,Sing/Malay/Thai 20 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311705388947842,14.05,14.05,14.05
551,Sing/Malay/Thai 3 Days Unlimited Data(1GB/day high speed),SKYGO,D181015075529_162936,12.04,12.04,12.04
552,Sing/Malay/Thai 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291818472726242,10.04,10.04,10.04
553,Sing/Malay/Thai 3 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311658238818220,9.17,9.17,9.17
554,Sing/Malay/Thai 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2212221236116233234,7.75,7.75,7.75
555,Sing/Malay/Thai 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2212221238536179715,8.03,8.03,8.03
556,Sing/Malay/Thai 30 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311706018920486,6.11,6.11,6.11
557,Sing/Malay/Thai 4 Days Unlimited Data(1GB/day high speed),SKYGO,D181024093336_205164,5.16,5.16,5.16
558,Sing/Malay/Thai 4 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291823042966188,8.98,8.98,8.98
559,Sing/Malay/Thai 4 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311659191771349,6.83,6.83,6.83
560,Sing/Malay/Thai 5 Days Unlimited Data(1GB/day high speed),SKYGO,D181024093455_205171,6.11,6.11,6.11
561,Sing/Malay/Thai 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291823520758862,5.39,5.39,5.39
562,Sing/Malay/Thai 5 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311659324018110,4.69,4.69,4.69
563,Sing/Malay/Thai 6 Days Unlimited Data(1GB/day high speed),SKYGO,D181024093901_205177,2.87,2.87,2.87
564,Sing/Malay/Thai 6 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291824200018960,1.44,1.44,1.44
565,Sing/Malay/Thai 6 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311659508498862,3.59,3.59,3.59
566,Sing/Malay/Thai 7 Days Unlimited Data(1GB/day high speed),SKYGO,D181024094018_205183,40.13,40.13,40.13
567,Sing/Malay/Thai 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291824430990083,28.66,28.66,28.66
568,Sing/Malay/Thai 7 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311700043758457,21.97,21.97,21.97
569,Singapore 15 Days 5GB Data Package,SKYGO,D2206221630580796205,20.36,20.36,20.36
570,Singapore 15 Days 7GB Data Package,SKYGO,D2212221131598341252,18.34,18.34,18.34
571,Singapore 20 Days 10GB Data Package,SKYGO,D2212221132566993669,14.62,14.62,14.62
572,Singapore 7 Days 3GB Data Package,SKYGO,D2212221130561091538,13.26,13.26,13.26
573,South Africa 30 Days 10GB Data Package,SKYGO,D2309211900259705589,9.9,9.9,9.9
574,South America 8 Desintaions 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031213148743416,7.17,7.17,7.17
575,South America 8 Desintaions 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031214563569617,13.57,13.57,13.57
576,South America 8 Desintaions 10 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031210358569469,9.75,9.75,9.75
577,South America 8 Desintaions 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031213254297691,4.78,4.78,4.78
578,South America 8 Desintaions 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031215086886884,37.26,37.26,37.26
579,South America 8 Desintaions 15 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031210506288539,30.68,30.68,30.68
580,South America 8 Desintaions 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031213365262561,22.08,22.08,22.08
581,South America 8 Desintaions 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031215208679205,14.33,14.33,14.33
582,South America 8 Desintaions 20 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031211046731495,9.46,9.46,9.46
583,South America 8 Desintaions 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031213486570202,4.88,4.88,4.88
584,South America 8 Desintaions 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031215315038594,24.84,24.84,24.84
585,South America 8 Desintaions 30 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031211172035310,20.45,20.45,20.45
586,South America 8 Desintaions 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031212486801615,14.71,14.71,14.71
587,South America 8 Desintaions 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031214315532898,9.55,9.55,9.55
588,South America 8 Desintaions 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031210062193114,6.31,6.31,6.31
589,South America 8 Desintaions 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2404031213010518789,3.25,3.25,3.25
590,South America 8 Desintaions 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2404031214448357348,36.98,36.98,36.98
591,South America 8 Desintaions 7 Days Unlimited Data(500MB/day high speed),SKYGO,D2404031210226737497,24.65,24.65,24.65
592,South Korea 10 Days Unlimited Data(1GB/day high speed),SKYGO,D181024110743_205273,17.2,17.2,17.2
593,South Korea 10 Days Unlimited Data(2GB/day high speed),SKYGO,D210105085324_917962,14.33,14.33,14.33
594,South Korea 10 Days Unlimited Data(500MB/day high speed),SKYGO,D180724110308_51005,10.04,10.04,10.04
595,South Korea 12 Days Unlimited Data(1GB/day high speed),SKYGO,D181024110833_205278,24.65,24.65,24.65
596,South Korea 12 Days Unlimited Data(2GB/day high speed),SKYGO,D210105085459_917966,16.43,16.43,16.43
597,South Korea 12 Days Unlimited Data(500MB/day high speed),SKYGO,D180724110407_51009,11.46,11.46,11.46
598,South Korea 15 Days 5GB Data Package,SKYGO,D2406300138501533363,9.55,9.55,9.55
599,South Korea 15 Days 7GB Data Package,SKYGO,D2406300139228768059,6.69,6.69,6.69
600,South Korea 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291740591578241,60.19,60.19,60.19
601,South Korea 15 Days Unlimited Data(2GB/day high speed),SKYGO,D210105085627_917970,19.78,19.78,19.78
602,South Korea 15 Days Unlimited Data(500MB/day high speed),SKYGO,D210216094304_935396,40.13,40.13,40.13
603,South Korea 20 Days 10GB Data Package,SKYGO,D2406300140320147355,2.45,2.45,2.45
604,South Korea 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291741400752734,2.33,2.33,2.33
605,South Korea 20 Days Unlimited Data(2GB/day high speed),SKYGO,D210105085824_917975,2.23,2.23,2.23
606,South Korea 20 Days Unlimited Data(500MB/day high speed),SKYGO,D210216095118_935404,2.08,2.08,2.08
607,South Korea 3 Days Unlimited Data(1GB/day high speed),SKYGO,D181015075232_162925,1.49,1.49,1.49
608,South Korea 3 Days Unlimited Data(2GB/day high speed),SKYGO,D210105084631_917945,0.96,0.96,0.96
609,South Korea 3 Days Unlimited Data(500MB/day high speed),SKYGO,D180724105954_50989,8.03,8.03,8.03
610,South Korea 30 Days 15GB Data Package,SKYGO,D2406300141191955686,5.73,5.73,5.73
611,South Korea 30 Days 30GB Data Package,SKYGO,D2406300141564197765,4.31,4.31,4.31
612,South Korea 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291742096643626,2.87,2.87,2.87
613,South Korea 30 Days Unlimited Data(2GB/day high speed),SKYGO,D210105090010_917979,1.91,1.91,1.91
614,South Korea 30 Days Unlimited Data(500MB/day high speed),SKYGO,D210216095256_935408,3.59,3.59,3.59
615,South Korea 5 Days Unlimited Data(1GB/day high speed),SKYGO,D181024110406_205260,3.44,3.44,3.44
616,South Korea 5 Days Unlimited Data(2GB/day high speed),SKYGO,D210105084824_917949,2.87,2.87,2.87
617,South Korea 5 Days Unlimited Data(500MB/day high speed),SKYGO,D180724110045_50993,2.01,2.01,2.01
618,South Korea 7 Days 3GB Data Package,SKYGO,D2406300138097863781,1.44,1.44,1.44
619,South Korea 7 Days Unlimited Data(1GB/day high speed),SKYGO,D181024110539_205265,2.38,2.38,2.38
620,South Korea 7 Days Unlimited Data(2GB/day high speed),SKYGO,D210105084957_917954,2.18,2.18,2.18
621,South Korea 7 Days Unlimited Data(500MB/day high speed),SKYGO,D180724110131_50997,1.95,1.95,1.95
622,South Korea 8 Days Unlimited Data (2GB/day high speed),SKYGO,D210105085140_917958,1.69,1.69,1.69
623,South Korea 8 Days Unlimited Data(1GB/day high speed),SKYGO,D181024110649_205269,1.32,1.32,1.32
624,South Korea 8 Days Unlimited Data(500MB/day high speed),SKYGO,D180724110212_51001,0.85,0.85,0.85
625,Taiwan China 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2206171458073774365,2.55,2.55,2.55
626,Taiwan China 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291518491015637,16.56,16.56,16.56
627,Taiwan China 10 Days Unlimited Data(500MB/day high speed),SKYGO,D181029081827_215372,22.29,22.29,22.29
628,Taiwan China 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291515400610193,11.85,11.85,11.85
629,Taiwan China 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291516497995173,21.91,21.91,21.91
630,Taiwan China 3 Days Unlimited Data(500MB/day high speed),SKYGO,D181029081532_215358,24.65,24.65,24.65
631,Taiwan China 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2206171457336644963,12.61,12.61,12.61
632,Taiwan China 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291517577491644,13.38,13.38,13.38
633,Taiwan China 5 Days Unlimited Data(500MB/day high speed),SKYGO,D181029081629_215363,9.36,9.36,9.36
634,Taiwan China 7 Days Unlimited Data(1GB/day high speed),SKYGO,D190114030944_750525,13.38,13.38,13.38
635,Taiwan China 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291518246152259,9.36,9.36,9.36
636,Taiwan China 7 Days Unlimited Data(500MB/day high speed),SKYGO,D181029081721_215368,6.69,6.69,6.69
637,Thailand 15 Days 5GB Data Package,SKYGO,D2212221155592679204,12.23,12.23,12.23
638,Thailand 15 Days 7GB Data Package,SKYGO,D2212221156382897274,6.6,6.6,6.6
639,Thailand 20 Days 10GB Data Package,SKYGO,D2212221157337157797,5.35,5.35,5.35
640,Thailand 7 Days 3GB Data Package,SKYGO,D2212221154566990983,2.87,2.87,2.87
641,Turkey 30 Days 10GB Data Package,SKYGO,D2309211835402303433,24.65,24.65,24.65
642,UAE 30 Days Unlimited Data (10GB high speed),SKYGO,D210611094910_582415,14.71,14.71,14.71
643,UAE 30 Days Unlimited Data (1GB high speed),SKYGO,D210329033516_952078,11.85,11.85,11.85
644,UAE 30 Days Unlimited Data (2GB high speed),SKYGO,D210611094501_582402,8.79,8.79,8.79
645,UAE 30 Days Unlimited Data (30GB high speed),SKYGO,D210611095020_582420,59.04,59.04,59.04
646,UAE 30 Days Unlimited Data (3GB high speed),SKYGO,D210624095141_589763,31.72,31.72,31.72
647,UAE 30 Days Unlimited Data (500MB high speed),SKYGO,D210624094503_589730,24.46,24.46,24.46
648,UAE 30 Days Unlimited Data (5GB high speed),SKYGO,D210611094740_582410,17.01,17.01,17.01
649,USA 1 Day Unlimited Data(1GB/day high speed),SKYGO,D2507041720295613429,57.17,57.17,57.17
650,USA 1 Day Unlimited Data(2GB/day high speed),SKYGO,D2507041826476270362,40.05,40.05,40.05
651,USA 1 Day Unlimited Data(500MB/day high speed),SKYGO,D2507041650495160668,37.15,37.15,37.15
652,USA 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171828191665024,26.14,26.14,26.14
653,USA 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291903110126531,55.8,55.8,55.8
654,USA 10 Days Unlimited Data(500MB/day high speed),SKYGO,D181029041609_215147,51.67,51.67,51.67
655,USA 11 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041722408755125,45.71,45.71,45.71
656,USA 11 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041835524217762,38.68,38.68,38.68
657,USA 11 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041715118961734,35.16,35.16,35.16
658,USA 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171828535163757,24.61,24.61,24.61
659,USA 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291903377239037,17.58,17.58,17.58
660,USA 12 Days Unlimited Data(500MB/day high speed),SKYGO,D181029041726_215154,10.55,10.55,10.55
661,USA 13 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041722553806643,3.52,3.52,3.52
662,USA 13 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041836086587855,53.69,53.69,53.69
663,USA 13 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041715469501520,37.83,37.83,37.83
664,USA 14 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041724451474748,28.85,28.85,28.85
665,USA 14 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041836214451081,26.75,26.75,26.75
666,USA 14 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041715599278525,22.17,22.17,22.17
667,USA 15 Days 5GB Data Package,SKYGO,D2206171620153385794,15.48,15.48,15.48
668,USA 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171829289586082,1.91,1.91,1.91
669,USA 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291904065180225,0.96,0.96,0.96
670,USA 15 Days Unlimited Data(500MB/day high speed),SKYGO,D181029041818_215161,21.02,21.02,21.02
671,USA 16 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041725063977416,4.78,4.78,4.78
672,USA 16 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041836343978752,185.1,185.1,185.1
673,USA 16 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041716126983277,63.31,63.31,63.31
674,USA 17 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041725215341206,32.23,32.23,32.23
675,USA 17 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041836461178710,14.01,14.01,14.01
676,USA 17 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041716245122962,35.06,35.06,35.06
677,USA 18 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041725345015294,30.88,30.88,30.88
678,USA 18 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041836585211745,34.45,34.45,34.45
679,USA 18 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041716372296546,30.47,30.47,30.47
680,USA 19 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041725460309409,7.01,7.01,7.01
681,USA 19 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041837120232847,26.75,26.75,26.75
682,USA 19 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041716492714590,19.11,19.11,19.11
683,USA 2 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041720414366845,14.65,14.65,14.65
684,USA 2 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041832137499354,60.19,60.19,60.19
685,USA 2 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041713014983867,42.99,42.99,42.99
686,USA 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171830031545477,32.97,32.97,32.97
687,USA 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291904352751421,27.24,27.24,27.24
688,USA 20 Days Unlimited Data(500MB/day high speed),SKYGO,D181029041914_215168,22.65,22.65,22.65
689,USA 21 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041729013942960,18.06,18.06,18.06
690,USA 21 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041837270238206,15.77,15.77,15.77
691,USA 21 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041717450545835,11.46,11.46,11.46
692,USA 22 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041729139135281,7.75,7.75,7.75
693,USA 22 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041837408965982,17.2,17.2,17.2
694,USA 22 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041717573389321,9.17,9.17,9.17
695,USA 23 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041729263098828,8.22,8.22,8.22
696,USA 23 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041837590758810,8.92,8.92,8.92
697,USA 23 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041718111124922,6.24,6.24,6.24
698,USA 24 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041729405406703,5.35,5.35,5.35
699,USA 24 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041838148111441,4.46,4.46,4.46
700,USA 24 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041718228452764,4.08,4.08,4.08
701,USA 25 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041730001429835,3.44,3.44,3.44
702,USA 25 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041838323040278,5.35,5.35,5.35
703,USA 25 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041718353637552,3.75,3.75,3.75
704,USA 26 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041730119807530,3.21,3.21,3.21
705,USA 26 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041838446179260,2.68,2.68,2.68
706,USA 26 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041718475020234,2.45,2.45,2.45
707,USA 27 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041730263563756,2.06,2.06,2.06
708,USA 27 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041838566156896,2.23,2.23,2.23
709,USA 27 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041719044508269,1.44,1.44,1.44
710,USA 28 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041730389116059,8.84,8.84,8.84
711,USA 28 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041839090644368,3.82,3.82,3.82
712,USA 28 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041719164790317,26.88,26.88,26.88
713,USA 29 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041730564394103,8.92,8.92,8.92
714,USA 29 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041839314898204,16.43,16.43,16.43
715,USA 29 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041719283045374,7.64,7.64,7.64
716,USA 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041720552435797,4.46,4.46,4.46
717,USA 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041832287586177,2.39,2.39,2.39
718,USA 3 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041713215312816,2.29,2.29,2.29
719,USA 30 Days 10GB Data Package,SKYGO,D2206171621470143480,10.96,10.96,10.96
720,USA 30 Days 20GB Data Package,SKYGO,D2303231434357696199,6.37,6.37,6.37
721,USA 30 Days 30GB Data Package,SKYGO,D2303231433147733762,13.38,13.38,13.38
722,USA 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171830364242429,11.21,11.21,11.21
723,USA 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291904591156033,13.18,13.18,13.18
724,USA 30 Days Unlimited Data(500MB/day high speed),SKYGO,D181029043449_215186,20.13,20.13,20.13
725,USA 4 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041721075687576,38.11,38.11,38.11
726,USA 4 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041832417880286,26.7,26.7,26.7
727,USA 4 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041713356812416,24.76,24.76,24.76
728,USA 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041721198710399,17.43,17.43,17.43
729,USA 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041834474444919,12.64,12.64,12.64
730,USA 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041713509140816,7.64,7.64,7.64
731,USA 6 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041721306735572,2.65,2.65,2.65
732,USA 6 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041835061850091,37.2,37.2,37.2
733,USA 6 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041714043389499,25.78,25.78,25.78
734,USA 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2205171827326402772,23.44,23.44,23.44
735,USA 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291902418913108,16.41,16.41,16.41
736,USA 7 Days Unlimited Data(500MB/day high speed),SKYGO,D181015081353_162957,11.72,11.72,11.72
737,USA 8 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041721425275756,7.03,7.03,7.03
738,USA 8 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041835183109834,2.34,2.34,2.34
739,USA 8 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041714418140969,3.57,3.57,3.57
740,USA 9 Days Unlimited Data(1GB/day high speed),SKYGO,D2507041721539076377,2.55,2.55,2.55
741,USA 9 Days Unlimited Data(2GB/day high speed),SKYGO,D2507041835298493969,1.91,1.91,1.91
742,USA 9 Days Unlimited Data(500MB/day high speed),SKYGO,D2507041714554858169,1.27,1.27,1.27
743,USA/Canada 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311725474185731,39.36,39.36,39.36
744,USA/Canada 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311731423786932,27.77,27.77,27.77
745,USA/Canada 10 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311736030398067,21.15,21.15,21.15
746,USA/Canada 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311726081403999,19.62,19.62,19.62
747,USA/Canada 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311732427832271,16.31,16.31,16.31
748,USA/Canada 12 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311736275954434,11.34,11.34,11.34
749,USA/Canada 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311726561017020,35.8,35.8,35.8
